"","HHID","PIDLINK","mudah.bergaul","kesehatan","status.ekonomi","ketaatan","jenis.kelamin","usia","status.perkawinan","pekerjaan","pendidikan","daerah","use.internet","partisipasi.masy"
"14509","1601143","160110005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",23,"Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Tidak"
"14516","1601142","160114201","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",30,"Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Ya"
"14517","1601143","160114301","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",21,"Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Ya"
"14523","1601243","160120007","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"14527","1601243","160124302","Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",28,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"14535","1601441","160140004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",29,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"14572","1610200","161020008","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",17,"Belum Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Ya"
"14582","1610300","161030004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",26,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"14600","1610631","161060004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",28,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"14601","1610651","161060005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",25,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"14602","1610600","161060007","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",17,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"14605","1610631","161063103","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Perempuan",27,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"14632","1611000","161100012","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",16,"Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"14642","1611341","161130003","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Perempuan",25,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"14655","1611651","161160004","Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",21,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"14664","1611800","161180003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",18,"Belum Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Ya"
"14668","1611941","161190004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",26,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"14674","1612000","161200005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",24,"Belum Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Ya"
"14675","1612000","161200006","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",20,"Belum Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"14678","1620100","162010003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",30,"Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"14689","1620352","162030004","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",25,"Kawin","Ya","Di bawah SMA","Kota","Menggunakan Internet","Tidak"
"14724","1621431","162140003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",16,"Belum Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"14727","1621551","162150003","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Laki-laki",29,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Ya"
"14735","1621611","162160003","Sangat Mudah Bergaul","Sehat","Tinggi","Taat","Laki-laki",24,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"14750","1622041","162200002","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",17,"Kawin","Tidak","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"14762","1630331","163031103","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",24,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"14794","1631100","163110002","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",27,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"14805","1631451","163140002","Sangat Mudah Bergaul","Kurang Sehat","Rendah","Taat","Perempuan",28,"Kawin","Tidak","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"14806","1631452","163140003","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",20,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Ya"
"14811","1631500","163150005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",20,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"14815","1631600","163160004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",20,"Belum Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Ya"
"14821","1631800","163180004","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",26,"Belum Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Ya"
"14822","1631800","163180005","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",24,"Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"14838","1632351","163230003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",25,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"14845","1632400","163240003","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",28,"Belum Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Ya"
"14848","1632541","163250004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",16,"Belum Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Ya"
"14857","1632731","163270003","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"14858","1632700","163270004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",27,"Kawin","Tidak","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"14859","1632754","163270005","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",23,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Ya"
"14861","1632731","163273102","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",27,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"14862","1632754","163274104","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",21,"Kawin","Tidak","Di bawah SMA","Kota","Menggunakan Internet","Tidak"
"14865","1632851","163280003","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",16,"Belum Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"14875","1633000","163300004","Sangat Mudah Bergaul","Sehat","Rendah","Tidak taat","Laki-laki",22,"Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Ya"
"14899","1640400","164040004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",26,"Kawin","Ya","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Tidak"
"14907","1640552","164050005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",16,"Belum Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"14911","1640553","164050009","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",29,"Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"14934","1641000","164100006","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",19,"Belum Kawin","Ya","Di bawah SMA","Kota","Menggunakan Internet","Tidak"
"14944","1641251","164120008","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",30,"Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Tidak"
"14948","1641241","164124105","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",16,"Belum Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Ya"
"14960","1641451","164140006","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",23,"Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Ya"
"14961","1641400","164140007","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",20,"Kawin","Tidak","SMA/Sederajat","Desa","Menggunakan Internet","Tidak"
"14983","1641851","164180005","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",25,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"14999","1642051","164200004","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Agak taat","Laki-laki",28,"Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"15023","1642341","164230005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",27,"Kawin","Tidak","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"15035","1642451","164240004","Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",17,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15043","1642651","164260005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",20,"Belum Kawin","Ya","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"15049","1642731","164270004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",28,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15057","1642841","164280003","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",25,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15058","1642842","164280004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",23,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15062","1642842","164284201","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",26,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15069","1643041","164300004","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",22,"Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"15085","1650251","165020004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",26,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15101","1650551","165050004","Sangat Mudah Bergaul","Sangat Sehat","Rendah","Taat","Laki-laki",29,"Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"15110","1650651","165060006","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",18,"Belum Kawin","Ya","Di bawah SMA","Kota","Menggunakan Internet","Tidak"
"15119","1650741","165074102","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",29,"Kawin","Tidak","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"15123","1650851","165080004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",29,"Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Tidak"
"15129","1650900","165090003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",23,"Belum Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15137","1651100","165110004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",16,"Belum Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Tidak"
"15152","1651531","165150004","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Laki-laki",25,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15153","1651552","165150006","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Perempuan",18,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15171","1651941","165190003","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"15172","1651942","165190005","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",24,"Kawin","Ya","Perguruan Tinggi","Kota","Tidak Menggunakan Internet","Tidak"
"15173","1651951","165190006","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",17,"Belum Kawin","Tidak","Perguruan Tinggi","Kota","Menggunakan Internet","Tidak"
"15179","1652052","165200004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",23,"Kawin","Tidak","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"15187","1652131","165210003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",26,"Kawin","Ya","Perguruan Tinggi","Desa","Menggunakan Internet","Tidak"
"15198","1652500","165250005","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Laki-laki",22,"Belum Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15202","1652600","165260003","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",29,"Belum Kawin","Tidak","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"15215","1653031","165300003","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",27,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"15218","1653051","165300006","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Perempuan",17,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"15225","1654141","165414103","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",20,"Kawin","Tidak","SMA/Sederajat","Desa","Menggunakan Internet","Tidak"
"15238","1660500","166050003","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Sangat taat","Laki-laki",25,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"15247","1660751","166070004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",18,"Kawin","Ya","SMA/Sederajat","Kota","Menggunakan Internet","Tidak"
"15257","1660931","166090003","Sangat Mudah Bergaul","Sehat","Rendah","Sangat taat","Perempuan",30,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15263","1661000","166100003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",24,"Belum Kawin","Tidak","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"15264","1661111","166110003","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Laki-laki",24,"Belum Kawin","Ya","Perguruan Tinggi","Desa","Tidak Menggunakan Internet","Ya"
"15271","1661251","166120005","Sangat Mudah Bergaul","Sangat Sehat","Sedang","Taat","Laki-laki",18,"Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Tidak"
"15291","1661500","166150006","Sangat Mudah Bergaul","Sehat","Rendah","Sangat taat","Perempuan",21,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15295","1661641","166164101","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Laki-laki",30,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"15302","1661832","166180003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",30,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"15312","1661941","166190004","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",24,"Kawin","Tidak","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Tidak"
"15315","1661941","166194101","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",28,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Ya"
"15319","1662052","166200006","Sangat Mudah Bergaul","Sehat","Rendah","Sangat taat","Laki-laki",29,"Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Ya"
"15320","1662042","166200007","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",26,"Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Tidak"
"15321","1662052","166200010","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",21,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15331","1662151","166210005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",16,"Kawin","Ya","Di bawah SMA","Desa","Menggunakan Internet","Tidak"
"15339","1662600","166260004","Sangat Mudah Bergaul","Sehat","Sedang","Agak taat","Perempuan",19,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"15344","1662700","166270004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",17,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15364","1670200","167020003","Mudah Bergaul","Sehat","Rendah","Sangat taat","Laki-laki",21,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15373","1672751","167040004","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",24,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15374","1670541","167050003","Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",27,"Kawin","Ya","Di bawah SMA","Kota","Tidak Menggunakan Internet","Tidak"
"15395","1671021","167100006","Sangat Mudah Bergaul","Sehat","Sedang","Sangat taat","Perempuan",30,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15404","1671251","167120004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",16,"Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Ya"
"15410","1671442","167140006","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",22,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15411","1671400","167140007","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",28,"Belum Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15418","1671641","167160003","Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",25,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15427","1671841","167180005","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",30,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15434","1671951","167190003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",25,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Ya"
"15439","1672031","167200003","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Perempuan",30,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15440","1672051","167200004","Sangat Mudah Bergaul","Sehat","Rendah","Taat","Laki-laki",29,"Kawin","Ya","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Ya"
"15451","1672100","167210005","Tidak Mudah Bergaul","Kurang Sehat","Rendah","Taat","Laki-laki",21,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15456","1672252","167220004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",29,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15458","1672200","167220006","Tidak Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",21,"Belum Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15459","1672241","167220007","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",19,"Belum Kawin","Tidak","SMA/Sederajat","Kota","Tidak Menggunakan Internet","Tidak"
"15481","1672700","167270004","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",22,"Belum Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Ya"
"15482","1672700","167270005","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",16,"Belum Kawin","Ya","SMA/Sederajat","Desa","Menggunakan Internet","Ya"
"15484","1672800","167280003","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Laki-laki",20,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15489","1672921","167290003","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Perempuan",26,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15495","1672341","167300003","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Perempuan",28,"Kawin","Ya","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
"15509","1680141","168014101","Sangat Mudah Bergaul","Sehat","Sedang","Taat","Laki-laki",25,"Kawin","Ya","SMA/Sederajat","Desa","Tidak Menggunakan Internet","Ya"
"15538","1681031","168100005","Sangat Mudah Bergaul","Sehat","Rendah","Agak taat","Perempuan",25,"Kawin","Tidak","Di bawah SMA","Desa","Tidak Menggunakan Internet","Tidak"
